,loan_amnt,int_rate,installment,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,term_ 36 months,term_ 60 months,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
88817,25000.0,18.94,915.65,0,76000.0,1,11.1,0.0,1.0,8.0,0.0,4809.0,16.1,10.0,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88844,8000.0,16.14,281.81,3,275000.0,1,22.7,0.0,1.0,8.0,0.0,36677.0,93.0,14.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88846,40000.0,6.46,1225.24,10,141000.0,1,9.97,0.0,0.0,12.0,0.0,31562.0,58.6,19.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88853,25000.0,14.47,587.82,2,36000.0,1,8.4,0.0,0.0,5.0,0.0,3288.0,11.2,9.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88864,5000.0,14.47,172.04,10,65000.0,1,20.27,1.0,2.0,6.0,1.0,891.0,18.2,23.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88868,16000.0,19.92,593.97,9,132000.0,1,13.23,0.0,1.0,9.0,0.0,27287.0,55.8,13.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88883,4000.0,10.33,129.69,5,64000.0,1,24.79,0.0,2.0,27.0,1.0,4969.0,5.4,41.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88900,35000.0,16.91,1246.28,10,105000.0,1,8.97,0.0,0.0,13.0,0.0,19948.0,33.4,27.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88903,16500.0,24.37,650.56,7,60000.0,1,19.28,0.0,0.0,4.0,0.0,15425.0,97.6,9.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88910,25000.0,14.47,587.82,5,94000.0,1,22.71,0.0,2.0,15.0,0.0,18763.0,58.0,28.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
88924,4500.0,14.47,154.83,2,80000.0,1,23.18,0.0,2.0,13.0,0.0,2808.0,9.3,17.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88938,5000.0,17.97,180.69,5,38000.0,1,28.85,1.0,1.0,5.0,0.0,0.0,0.0,14.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88957,15000.0,11.31,493.29,3,59500.0,1,14.04,0.0,1.0,11.0,0.0,8329.0,36.2,27.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
88973,7050.0,10.72,229.88,10,120000.0,1,15.03,0.0,0.0,11.0,0.0,8103.0,34.8,16.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88984,10000.0,7.56,311.34,0,80000.0,1,4.26,0.0,0.0,8.0,0.0,11369.0,46.2,21.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89026,7000.0,11.31,230.21,0,80000.0,1,5.96,0.0,0.0,8.0,1.0,1207.0,8.6,11.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89029,29000.0,22.35,806.74,9,67000.0,1,14.96,0.0,0.0,7.0,0.0,24904.0,95.0,38.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89051,8000.0,10.33,259.38,7,56000.0,1,20.3,0.0,0.0,13.0,1.0,5074.0,34.3,39.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89052,12000.0,17.97,304.53,10,54000.0,1,14.11,0.0,0.0,10.0,0.0,5198.0,33.3,33.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
89059,5000.0,8.19,157.13,8,60000.0,1,10.35,0.0,0.0,37.0,1.0,1948.0,2.1,58.0,1.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
89077,28700.0,19.92,759.1,2,100000.0,1,22.84,0.0,0.0,10.0,0.0,4627.0,15.3,15.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89104,1000.0,14.47,34.41,4,43134.0,1,6.65,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89150,35000.0,20.89,1316.66,10,45000.0,1,27.28,0.0,1.0,9.0,1.0,5593.0,58.3,19.0,1.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89152,35000.0,16.14,1232.92,10,120000.0,1,23.92,1.0,2.0,11.0,0.0,23809.0,3.0,28.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89164,12725.0,7.56,396.18,10,106000.0,1,19.12,0.0,0.0,14.0,0.0,29028.0,45.9,26.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89191,5000.0,26.31,202.28,0,19600.0,1,1.53,0.0,1.0,9.0,0.0,25.0,0.2,29.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89192,10000.0,12.98,336.85,10,60000.0,1,34.92,4.0,1.0,8.0,0.0,11309.0,56.0,29.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89216,10500.0,12.98,353.69,2,110000.0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89222,10000.0,15.02,238.01,0,39000.0,1,22.28,0.0,0.0,8.0,1.0,11731.0,48.5,23.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89225,1200.0,27.27,49.17,10,68000.0,1,19.08,1.0,1.0,10.0,0.0,17992.0,75.9,21.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89253,12000.0,8.19,377.09,2,70000.0,1,30.31,0.0,1.0,11.0,0.0,27890.0,60.0,17.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89260,4000.0,8.81,126.85,3,27000.0,1,13.64,0.0,1.0,8.0,0.0,1751.0,6.2,10.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89284,35000.0,16.14,1232.92,0,137000.0,1,0.44,0.0,1.0,10.0,0.0,232.0,0.2,16.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89289,19200.0,11.31,631.41,1,93000.0,1,13.85,0.0,0.0,11.0,1.0,9148.0,44.4,22.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89291,40000.0,11.31,875.9,4,81172.0,1,12.58,0.0,0.0,16.0,0.0,39898.0,44.9,24.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89320,1000.0,16.91,35.61,2,52000.0,1,18.32,0.0,0.0,15.0,0.0,4767.0,62.7,22.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89335,12500.0,14.47,430.08,6,150000.0,1,15.27,1.0,2.0,16.0,0.0,17720.0,38.1,25.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89353,36250.0,10.33,776.11,0,150000.0,1,16.56,0.0,0.0,15.0,0.0,30372.0,78.3,29.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89398,1300.0,8.19,40.86,0,26300.0,1,20.06,0.0,1.0,11.0,0.0,7582.0,20.3,18.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89416,34000.0,12.98,1145.27,10,100000.0,1,16.73,0.0,0.0,9.0,0.0,17873.0,73.9,19.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89442,5000.0,24.37,197.14,3,34000.0,1,10.24,0.0,1.0,11.0,0.0,7363.0,50.1,17.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89473,40000.0,11.8,1324.76,0,75000.0,1,24.51,0.0,0.0,13.0,1.0,14333.0,58.7,19.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89489,22800.0,16.14,556.15,1,77360.0,1,29.1,0.0,2.0,9.0,0.0,2203.0,4.9,14.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89490,30000.0,18.94,777.23,0,140000.0,0,2.97,0.0,1.0,5.0,0.0,88.0,0.3,8.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
89533,20000.0,8.19,628.49,10,48000.0,1,20.95,0.0,0.0,9.0,0.0,14756.0,55.1,12.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89537,35000.0,20.89,944.71,5,60000.0,1,25.26,0.0,1.0,13.0,0.0,11500.0,32.0,17.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89561,23000.0,8.19,722.76,2,92000.0,1,34.03,0.0,0.0,21.0,0.0,17415.0,17.6,46.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89586,20000.0,26.31,602.49,10,60000.0,1,22.56,0.0,2.0,15.0,0.0,14721.0,58.2,20.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89593,20000.0,8.19,628.49,10,230000.0,1,6.48,2.0,1.0,17.0,0.0,10330.0,14.5,78.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89622,5000.0,7.56,155.67,2,58000.0,1,8.92,0.0,0.0,5.0,0.0,5294.0,19.7,8.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89631,10000.0,16.91,356.08,6,62000.0,1,23.36,0.0,1.0,12.0,0.0,758.0,17.6,24.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89668,3000.0,8.81,95.14,3,64000.0,1,18.61,2.0,0.0,16.0,0.0,3544.0,7.9,31.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
89706,10000.0,8.81,317.12,0,260000.0,1,12.4,6.0,0.0,40.0,0.0,5996.0,35.3,83.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89710,33000.0,10.33,1069.94,0,75000.0,1,18.18,0.0,1.0,6.0,0.0,30951.0,72.3,14.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89771,2000.0,8.81,63.43,10,51000.0,1,20.78,0.0,1.0,10.0,0.0,8653.0,27.9,24.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89772,18000.0,13.56,414.74,10,110000.0,1,19.91,0.0,0.0,9.0,0.0,27096.0,60.3,26.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89781,26400.0,20.89,993.14,2,140000.0,1,20.27,0.0,0.0,11.0,1.0,236946.0,46.9,15.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
89794,5000.0,8.19,157.13,10,45000.0,1,10.16,0.0,0.0,7.0,0.0,916.0,4.1,11.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89810,8000.0,23.4,311.35,10,74400.0,1,24.5,0.0,1.0,7.0,0.0,40077.0,90.3,15.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89839,17000.0,22.35,472.92,7,136000.0,1,20.94,0.0,0.0,15.0,0.0,45023.0,78.3,24.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89868,2500.0,20.89,94.05,10,33000.0,1,30.22,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89880,5200.0,15.02,180.32,0,45500.0,1,2.74,0.0,0.0,7.0,0.0,1281.0,6.7,19.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
89888,31500.0,23.4,895.26,4,70000.0,1,11.62,0.0,0.0,6.0,0.0,41957.0,67.0,18.0,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89899,4000.0,12.98,134.74,2,117500.0,1,5.12,0.0,0.0,6.0,0.0,4928.0,5.8,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89920,10000.0,22.35,278.19,10,32000.0,1,33.68,0.0,0.0,7.0,0.0,15036.0,37.0,12.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89959,5000.0,7.02,154.44,10,47000.0,1,23.7,0.0,0.0,18.0,1.0,9803.0,21.4,38.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89980,6000.0,14.47,206.44,1,70000.0,1,2.93,0.0,1.0,4.0,0.0,5008.0,35.5,5.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89987,6000.0,11.31,197.32,10,60000.0,1,15.6,0.0,1.0,15.0,1.0,12582.0,34.7,23.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89989,2000.0,14.47,68.82,1,62400.0,1,18.73,0.0,0.0,9.0,0.0,15457.0,96.0,28.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90004,12000.0,10.72,391.28,10,85000.0,1,13.77,0.0,1.0,15.0,0.0,20766.0,44.9,35.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90032,15000.0,16.14,365.89,10,65000.0,1,22.12,0.0,0.0,8.0,0.0,18416.0,63.0,14.0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90037,25000.0,8.19,509.19,10,70000.0,1,20.8,0.0,1.0,13.0,0.0,21243.0,34.9,22.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90054,20000.0,17.97,722.75,0,45000.0,1,20.24,0.0,0.0,7.0,0.0,10729.0,98.4,9.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90062,13000.0,8.81,412.25,7,65000.0,1,20.51,0.0,0.0,5.0,1.0,13215.0,54.6,9.0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90089,15000.0,14.47,516.1,3,138000.0,1,16.24,1.0,0.0,13.0,0.0,21110.0,67.4,32.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90095,34000.0,19.92,899.28,10,70000.0,1,24.81,0.0,0.0,6.0,0.0,5454.0,47.4,20.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90101,16000.0,11.31,526.18,10,55000.0,1,24.24,0.0,2.0,12.0,0.0,7256.0,25.5,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90105,2000.0,23.4,77.84,10,50000.0,1,20.81,0.0,1.0,10.0,0.0,13145.0,50.2,18.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
90150,12000.0,8.19,244.41,10,76000.0,1,24.16,0.0,0.0,23.0,0.0,21753.0,22.6,37.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90154,18000.0,25.34,531.92,1,150000.0,1,9.82,1.0,1.0,13.0,0.0,18120.0,68.1,27.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90169,7800.0,27.27,319.57,10,90840.0,1,12.81,0.0,0.0,5.0,0.0,2892.0,42.5,11.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90176,7000.0,15.02,242.73,10,58000.0,1,24.75,0.0,0.0,12.0,0.0,9596.0,59.2,35.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90186,15600.0,15.02,371.29,10,72000.0,1,20.92,0.0,1.0,9.0,0.0,1635.0,3.8,22.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90205,26400.0,16.91,654.84,3,55000.0,1,9.51,0.0,1.0,14.0,0.0,12828.0,30.4,16.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90222,20000.0,16.91,496.09,10,100000.0,1,19.26,0.0,0.0,17.0,0.0,22367.0,49.1,27.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90249,35000.0,20.89,944.71,6,210000.0,1,15.51,0.0,1.0,18.0,0.0,51358.0,36.4,42.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90252,11200.0,18.94,290.17,10,82520.0,1,6.3,0.0,0.0,7.0,0.0,10058.0,62.5,11.0,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90277,5400.0,16.91,192.29,0,39500.0,0,17.02,0.0,0.0,5.0,0.0,8611.0,77.6,9.0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
90292,8000.0,10.72,260.86,0,40000.0,1,18.72,0.0,0.0,8.0,0.0,5823.0,33.1,15.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90308,24000.0,7.56,747.22,10,95000.0,1,7.72,0.0,1.0,12.0,0.0,30638.0,29.0,35.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90365,5000.0,8.81,158.56,0,40000.0,1,14.52,0.0,0.0,19.0,0.0,3006.0,4.5,37.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90397,8000.0,10.33,259.38,0,25000.0,1,20.88,0.0,1.0,4.0,0.0,7978.0,32.6,8.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90411,20000.0,16.14,487.86,0,85000.0,1,20.5,0.0,0.0,13.0,0.0,7334.0,23.7,23.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90424,34000.0,6.46,1041.45,1,125000.0,1,33.84,0.0,0.0,23.0,0.0,43544.0,67.5,54.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90450,20000.0,20.89,539.84,3,83000.0,1,25.22,0.0,0.0,12.0,0.0,50281.0,49.6,25.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90482,20000.0,15.02,693.51,4,330000.0,1,11.81,0.0,0.0,7.0,0.0,36133.0,69.0,16.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90572,6000.0,13.56,203.79,3,72000.0,1,18.0,0.0,0.0,32.0,0.0,9146.0,23.3,47.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90593,35000.0,8.81,1109.9,1,80000.0,1,15.58,0.0,1.0,17.0,1.0,7933.0,9.0,24.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90599,40000.0,7.56,1245.36,5,78000.0,1,19.74,0.0,0.0,9.0,0.0,13225.0,28.8,14.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90623,10000.0,15.02,346.76,1,152000.0,1,7.82,0.0,2.0,12.0,0.0,3615.0,38.1,20.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90628,5000.0,6.46,153.16,10,110000.0,1,4.0,0.0,0.0,5.0,0.0,5115.0,14.6,13.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90685,5000.0,10.72,163.04,5,89000.0,1,12.61,0.0,0.0,7.0,0.0,19433.0,55.5,21.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90695,21600.0,11.31,710.34,3,125000.0,1,34.05,0.0,1.0,22.0,0.0,48356.0,16.8,37.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90698,25000.0,12.98,842.11,6,150000.0,1,0.36,0.0,0.0,4.0,0.0,1687.0,7.4,10.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90701,4000.0,7.02,123.55,0,46000.0,1,10.48,0.0,0.0,9.0,0.0,6168.0,8.8,14.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90723,11200.0,10.33,363.14,3,62500.0,1,7.76,0.0,1.0,10.0,0.0,7086.0,16.3,16.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90725,12000.0,7.02,370.64,10,124000.0,1,3.28,0.0,0.0,13.0,0.0,15102.0,26.7,26.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90726,20000.0,15.02,693.51,10,120000.0,1,37.06,1.0,0.0,20.0,0.0,28922.0,67.9,37.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90727,20000.0,10.33,428.2,10,179000.0,1,12.79,0.0,2.0,10.0,0.0,71751.0,17.2,32.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90741,20000.0,19.92,742.46,4,195000.0,1,29.9,0.0,0.0,12.0,0.0,37169.0,79.8,33.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90745,5000.0,11.8,165.6,0,28000.0,1,13.84,0.0,1.0,8.0,1.0,4346.0,13.8,21.0,1.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90762,18000.0,6.46,551.36,10,70000.0,1,8.57,0.0,1.0,7.0,0.0,5424.0,13.9,15.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90766,11500.0,7.56,358.04,7,54000.0,1,19.57,0.0,0.0,10.0,0.0,5666.0,21.8,13.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90788,18000.0,16.91,446.48,4,78000.0,1,22.85,0.0,2.0,13.0,1.0,7096.0,50.7,24.0,1.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90799,25000.0,13.56,576.02,0,275000.0,1,8.43,0.0,1.0,12.0,0.0,26105.0,39.4,15.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90803,10000.0,7.02,308.87,4,51600.0,1,11.09,0.0,0.0,4.0,0.0,2602.0,11.4,12.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90911,14400.0,14.47,338.59,10,128960.0,1,29.53,0.0,1.0,13.0,0.0,20553.0,61.0,39.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90925,15000.0,6.46,459.47,0,87128.0,1,17.53,0.0,0.0,12.0,1.0,10893.0,29.8,20.0,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
90938,6025.0,12.98,202.95,5,49760.0,1,31.36,0.0,2.0,11.0,0.0,13563.0,66.0,20.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90943,16000.0,10.72,345.65,3,104000.0,1,17.68,1.0,1.0,13.0,1.0,10435.0,32.4,37.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
90950,7500.0,7.56,233.51,9,51015.0,1,19.28,2.0,1.0,21.0,1.0,11824.0,46.4,34.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90954,5000.0,8.19,157.13,4,89000.0,1,16.84,0.0,0.0,14.0,0.0,11713.0,37.2,21.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90957,16000.0,10.72,521.71,10,100000.0,1,14.68,0.0,0.0,9.0,0.0,11868.0,24.1,17.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90974,11000.0,7.56,342.48,3,80000.0,1,27.78,0.0,1.0,7.0,1.0,9679.0,34.0,22.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90995,30000.0,10.72,978.19,3,1300000.0,1,3.98,0.0,0.0,13.0,0.0,155316.0,92.9,20.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
91018,10000.0,16.14,352.27,10,82580.0,1,7.05,0.0,1.0,9.0,0.0,3071.0,30.7,14.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
91049,24000.0,10.72,518.48,10,130000.0,1,13.93,1.0,1.0,7.0,0.0,2099.0,7.0,22.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
91076,5000.0,14.47,172.04,5,50000.0,1,29.45,1.0,0.0,10.0,0.0,11259.0,20.9,15.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
91087,30000.0,12.98,682.29,10,75000.0,1,20.02,0.0,1.0,6.0,0.0,13367.0,50.4,12.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91100,12000.0,8.19,377.09,7,140000.0,1,8.78,0.0,1.0,22.0,0.0,21169.0,32.5,32.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
91112,12500.0,11.8,413.99,1,67000.0,1,20.37,0.0,0.0,11.0,1.0,15495.0,56.1,14.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
