,loan_amnt,int_rate,installment,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,term_ 36 months,term_ 60 months,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
19806,35000.0,10.33,1134.79,3,235000.0,1,21.02,0.0,0.0,14.0,0.0,52412.0,90.4,39.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19915,40000.0,12.4,897.89,10,120000.0,1,7.12,0.0,1.0,13.0,0.0,19917.0,25.5,37.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19918,30000.0,20.0,794.82,7,69525.0,1,0.71,0.0,0.0,11.0,1.0,1641.0,4.3,46.0,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19938,29000.0,12.4,650.97,0,120000.0,1,3.78,0.0,0.0,7.0,0.0,54109.0,14.0,32.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19984,10000.0,28.8,316.21,10,32000.0,1,7.95,0.0,2.0,9.0,0.0,5415.0,33.4,22.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19993,35000.0,6.46,1072.08,6,125000.0,1,8.3,0.0,0.0,8.0,0.0,1572.0,2.7,12.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20187,7800.0,12.4,260.57,1,44000.0,1,17.79,1.0,1.0,7.0,1.0,3414.0,54.2,16.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20239,4200.0,7.02,129.73,10,100000.0,1,14.96,0.0,0.0,6.0,0.0,9210.0,29.1,25.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20290,2400.0,12.4,80.18,10,50000.0,1,6.36,0.0,0.0,4.0,0.0,0.0,0.0,41.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20327,10550.0,6.46,323.16,1,78000.0,1,22.35,0.0,0.0,9.0,0.0,320.0,0.8,14.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20355,2650.0,20.0,98.49,6,63000.0,1,19.9,0.0,2.0,7.0,0.0,3893.0,27.4,10.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20361,16500.0,11.02,358.92,1,100000.0,1,7.52,0.0,1.0,17.0,1.0,46.0,0.1,36.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20388,8000.0,7.56,249.08,9,105000.0,1,6.2,0.0,0.0,7.0,0.0,16588.0,70.6,16.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20394,21000.0,6.46,643.25,10,150000.0,1,13.7,0.0,0.0,15.0,0.0,1872.0,3.8,28.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20396,3500.0,12.4,116.92,2,50000.0,1,25.95,0.0,0.0,10.0,0.0,2813.0,5.9,20.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20413,3500.0,15.57,122.31,0,27000.0,1,20.35,1.0,0.0,7.0,0.0,2514.0,28.6,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20434,12000.0,8.19,377.09,9,84000.0,1,32.99,1.0,0.0,14.0,0.0,14830.0,48.9,31.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20475,1000.0,8.19,31.43,0,108000.0,1,14.61,0.0,1.0,12.0,0.0,677.0,2.5,20.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20484,3000.0,7.56,93.41,2,90000.0,1,7.2,0.0,2.0,4.0,0.0,398.0,1.4,24.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20519,8400.0,14.74,290.13,0,32000.0,1,21.17,1.0,0.0,8.0,0.0,22309.0,39.9,13.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20520,8000.0,20.0,297.31,4,68000.0,1,30.27,0.0,0.0,19.0,0.0,2908.0,5.6,29.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20531,9000.0,17.19,321.73,0,24552.0,1,13.0,0.0,0.0,2.0,0.0,8503.0,100.0,8.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20553,5000.0,10.33,162.12,0,24000.0,1,4.85,0.0,1.0,3.0,0.0,4764.0,63.5,13.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20567,10000.0,17.19,357.48,0,66400.0,1,33.24,0.0,1.0,20.0,1.0,9344.0,22.1,30.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20678,32000.0,12.4,1068.99,3,149739.0,1,8.62,0.0,0.0,11.0,0.0,16133.0,30.2,20.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20711,9600.0,11.02,314.39,10,55000.0,1,33.19,0.0,0.0,16.0,0.0,25418.0,46.2,35.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20762,20000.0,8.81,634.23,0,40000.0,1,19.29,0.0,0.0,6.0,0.0,7064.0,27.2,23.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20773,6000.0,7.56,186.81,0,55635.0,1,8.37,0.0,4.0,20.0,0.0,0.0,0.0,50.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20821,32250.0,13.9,748.74,3,125000.0,1,25.59,0.0,0.0,13.0,0.0,54369.0,64.0,20.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20824,10000.0,16.4,245.32,10,72000.0,1,27.95,0.0,0.0,11.0,0.0,39555.0,82.4,23.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20875,5000.0,11.02,163.75,10,93000.0,1,27.83,0.0,0.0,16.0,0.0,14666.0,91.7,38.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20876,12000.0,6.46,367.57,2,62000.0,1,15.04,0.0,0.0,15.0,1.0,4723.0,5.3,22.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20904,18000.0,13.9,614.33,1,95000.0,1,16.79,1.0,0.0,19.0,0.0,20863.0,27.1,43.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20918,2400.0,12.4,80.18,3,20000.0,1,3.6,0.0,1.0,7.0,0.0,1163.0,22.4,7.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20992,16000.0,11.02,348.04,7,62000.0,1,11.03,0.0,0.0,6.0,0.0,5000.0,14.3,32.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21010,12000.0,11.8,397.43,5,67000.0,1,12.18,4.0,2.0,10.0,0.0,4124.0,37.2,46.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21016,5500.0,11.02,180.12,9,62000.0,1,16.86,0.0,0.0,11.0,0.0,52477.0,82.0,31.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21021,6000.0,8.19,188.55,10,69000.0,1,13.23,0.0,1.0,12.0,0.0,250.0,0.7,41.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21025,6000.0,12.4,200.44,10,70000.0,1,14.45,4.0,0.0,9.0,0.0,1102.0,10.0,24.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21034,9500.0,7.56,295.78,0,205910.0,0,10.15,0.0,0.0,8.0,0.0,16573.0,51.8,18.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21088,30000.0,28.8,948.61,10,121800.0,1,4.17,0.0,2.0,5.0,0.0,15051.0,89.1,6.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21095,5000.0,7.56,155.67,0,70000.0,1,26.16,0.0,1.0,10.0,0.0,151686.0,37.9,34.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21126,4900.0,11.71,162.08,2,52000.0,1,32.49,0.0,0.0,7.0,0.0,2029.0,35.6,17.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
21142,6700.0,20.0,249.0,2,105000.0,1,28.47,0.0,1.0,9.0,0.0,1514.0,4.9,11.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21157,16000.0,7.02,494.18,1,118000.0,1,7.46,0.0,3.0,14.0,0.0,982.0,4.0,43.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21248,5000.0,20.0,185.82,10,34000.0,1,38.79,0.0,0.0,9.0,1.0,4638.0,37.4,22.0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21261,1925.0,11.71,63.68,6,115800.0,0,0.52,0.0,0.0,3.0,0.0,611.0,7.7,5.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21294,7500.0,7.56,233.51,6,42000.0,1,24.77,0.0,1.0,9.0,0.0,4141.0,15.7,24.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21392,12000.0,14.74,414.46,10,130000.0,1,17.95,0.0,0.0,11.0,0.0,14883.0,41.6,20.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21478,8000.0,15.57,279.57,3,79000.0,1,14.78,0.0,1.0,12.0,0.0,250.0,3.4,26.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
21513,4000.0,8.81,126.85,10,71000.0,1,24.12,0.0,1.0,15.0,0.0,8600.0,34.4,27.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21520,25000.0,8.19,785.61,10,210000.0,1,7.53,1.0,0.0,14.0,0.0,11990.0,38.0,23.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21546,8000.0,11.71,264.61,3,120000.0,1,22.85,0.0,0.0,37.0,0.0,33363.0,57.1,52.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21571,24000.0,11.71,793.83,10,185000.0,1,16.81,0.0,1.0,13.0,0.0,19515.0,66.6,29.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21577,5000.0,13.9,170.65,7,120000.0,1,17.45,0.0,0.0,8.0,0.0,22879.0,77.6,22.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21598,3000.0,7.02,92.66,8,87000.0,1,30.39,0.0,0.0,22.0,0.0,6179.0,9.8,32.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
21613,7000.0,11.71,231.54,8,51000.0,1,17.85,1.0,0.0,46.0,0.0,11735.0,10.1,55.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21683,10000.0,12.4,334.06,0,57996.0,1,12.35,0.0,0.0,9.0,0.0,4851.0,26.7,11.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21752,30000.0,7.02,926.59,10,145000.0,1,11.24,0.0,0.0,7.0,0.0,14378.0,28.8,28.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21760,5000.0,8.81,158.56,10,73000.0,0,34.05,0.0,0.0,10.0,1.0,71016.0,84.0,14.0,1.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21884,4000.0,16.4,141.42,0,48000.0,1,12.83,0.0,0.0,9.0,0.0,2963.0,39.5,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21958,7200.0,8.19,226.26,0,60000.0,1,21.36,1.0,0.0,12.0,0.0,5359.0,12.9,23.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22018,7000.0,20.0,260.15,6,60000.0,1,12.44,1.0,0.0,10.0,0.0,3956.0,76.1,26.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22020,11200.0,20.0,296.74,10,95000.0,1,13.66,0.0,2.0,23.0,0.0,1517.0,6.4,37.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22040,25000.0,7.02,772.16,10,145000.0,1,22.61,1.0,0.0,15.0,0.0,121687.0,47.9,32.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22067,36000.0,14.74,851.54,6,117996.0,1,17.52,0.0,1.0,15.0,1.0,1976.0,4.9,50.0,1.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22096,7500.0,15.57,262.09,10,54000.0,1,15.52,0.0,0.0,13.0,1.0,18029.0,83.9,18.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22104,8000.0,12.4,267.25,0,89000.0,1,3.36,0.0,1.0,15.0,1.0,6713.0,16.9,52.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22105,26000.0,15.57,908.58,0,53000.0,1,10.24,0.0,0.0,5.0,0.0,16501.0,87.3,11.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22109,20000.0,22.5,769.0,8,60000.0,1,30.36,1.0,0.0,8.0,0.0,4833.0,52.0,26.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22125,4800.0,17.19,171.59,6,69000.0,0,21.08,0.0,4.0,12.0,1.0,12695.0,27.9,20.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22141,30000.0,8.19,611.03,8,110000.0,1,6.21,0.0,0.0,10.0,0.0,18164.0,65.6,14.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22143,1500.0,13.9,51.2,0,78000.0,1,8.03,0.0,0.0,6.0,0.0,19962.0,59.4,14.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22152,18000.0,28.8,569.17,10,63000.0,1,24.72,0.0,0.0,9.0,0.0,33942.0,60.5,23.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22185,3200.0,13.9,109.22,3,55000.0,1,13.99,0.0,1.0,5.0,0.0,11184.0,45.6,7.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22229,6000.0,12.4,200.44,7,69000.0,1,29.18,0.0,0.0,10.0,0.0,68012.0,82.2,19.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22279,5400.0,17.19,193.04,10,72000.0,1,31.27,0.0,3.0,9.0,0.0,3404.0,26.6,27.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22292,20000.0,28.8,632.41,4,72000.0,1,14.62,0.0,1.0,15.0,0.0,8364.0,22.9,22.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22339,8000.0,11.71,264.61,6,50000.0,1,5.21,0.0,0.0,8.0,0.0,9069.0,45.3,33.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22345,15650.0,15.57,546.9,0,7716.0,1,15.86,0.0,1.0,2.0,1.0,3314.0,35.6,9.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22354,10000.0,11.02,327.49,10,60000.0,1,9.1,0.0,0.0,9.0,0.0,7912.0,48.0,14.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22367,11000.0,17.19,393.23,9,60000.0,1,24.64,0.0,0.0,16.0,1.0,15904.0,39.5,37.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22480,20000.0,12.4,668.12,2,65000.0,1,5.49,0.0,1.0,8.0,0.0,5941.0,34.1,16.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22503,10000.0,20.0,264.94,10,59446.0,1,34.99,1.0,2.0,11.0,0.0,10208.0,39.6,31.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22505,14000.0,16.4,494.97,0,42000.0,1,25.43,0.0,0.0,13.0,1.0,7670.0,25.2,21.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22575,1000.0,13.9,34.13,5,250000.0,1,11.05,1.0,0.0,21.0,0.0,24981.0,16.2,43.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22634,18000.0,12.4,601.31,8,110000.0,1,13.45,1.0,1.0,11.0,1.0,12672.0,87.0,31.0,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22653,15000.0,12.4,336.71,4,150000.0,1,32.02,0.0,0.0,21.0,0.0,118637.0,36.5,40.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22767,18400.0,22.5,707.48,10,104000.0,1,22.46,1.0,1.0,14.0,0.0,22805.0,33.6,28.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22796,20000.0,17.97,507.55,7,45000.0,1,4.17,0.0,0.0,7.0,0.0,5299.0,34.9,17.0,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22816,16000.0,12.4,359.16,2,45000.0,1,36.75,0.0,0.0,11.0,0.0,4440.0,20.7,24.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22821,15000.0,14.74,354.81,0,50000.0,1,46.78,1.0,1.0,12.0,0.0,5636.0,36.4,22.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22851,15000.0,11.02,491.23,7,75000.0,1,18.67,0.0,0.0,14.0,0.0,9108.0,9.9,22.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22873,1000.0,22.5,38.45,3,40000.0,1,13.14,0.0,0.0,4.0,0.0,4855.0,88.3,5.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22883,3600.0,15.57,125.81,10,69000.0,0,22.8,0.0,0.0,15.0,0.0,2068.0,4.6,25.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22896,40000.0,13.08,911.77,10,187000.0,0,15.61,0.0,0.0,16.0,0.0,42947.0,58.9,34.0,0.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23011,21000.0,11.02,687.72,10,143000.0,1,8.64,0.0,0.0,11.0,0.0,23832.0,43.9,24.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23019,15000.0,20.0,397.41,3,55000.0,1,17.13,0.0,0.0,13.0,0.0,17501.0,77.8,34.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23059,40000.0,16.4,1414.2,7,45000.0,1,27.2,0.0,0.0,10.0,0.0,28717.0,58.6,12.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23096,4800.0,20.0,178.39,10,42000.0,1,38.81,0.0,0.0,16.0,0.0,12422.0,84.5,31.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23113,10000.0,11.02,327.49,0,24000.0,1,15.4,0.0,0.0,6.0,0.0,11123.0,62.8,7.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23117,9000.0,8.19,282.82,8,105000.0,1,16.41,0.0,0.0,9.0,0.0,19486.0,30.2,38.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23118,6500.0,11.71,215.0,7,91800.0,1,16.61,0.0,0.0,8.0,0.0,12618.0,63.7,26.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23176,12000.0,15.57,289.09,5,41000.0,1,23.71,0.0,1.0,10.0,0.0,13696.0,44.8,25.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23186,10000.0,20.0,264.94,1,75000.0,1,34.13,1.0,2.0,26.0,0.0,11263.0,20.3,36.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23189,20000.0,22.5,769.0,10,87000.0,1,36.5,0.0,0.0,22.0,0.0,63757.0,57.1,34.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23204,25000.0,17.19,893.69,3,60000.0,1,37.78,0.0,1.0,20.0,0.0,17291.0,43.6,27.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23292,4500.0,28.92,188.38,4,63000.0,1,14.04,0.0,0.0,15.0,0.0,9487.0,70.3,24.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23322,13775.0,13.08,313.99,5,60000.0,1,15.62,1.0,0.0,10.0,0.0,9856.0,34.2,22.0,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23340,6500.0,15.57,227.15,4,68000.0,1,17.53,0.0,2.0,9.0,0.0,6930.0,44.0,20.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23351,25000.0,20.0,662.35,10,160000.0,1,7.3,0.0,1.0,8.0,0.0,10076.0,85.4,13.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23422,10500.0,17.97,379.45,4,73000.0,1,22.95,0.0,0.0,11.0,1.0,1360.0,14.2,17.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23425,8000.0,20.0,297.31,0,72000.0,1,10.5,0.0,1.0,7.0,0.0,8200.0,35.7,18.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23426,8000.0,20.0,297.31,1,150000.0,1,14.31,3.0,1.0,9.0,0.0,770.0,12.4,32.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23450,3000.0,8.81,95.14,0,50000.0,1,23.67,0.0,0.0,12.0,0.0,5607.0,12.1,15.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23468,25000.0,14.74,591.35,0,61000.0,1,21.9,2.0,0.0,11.0,0.0,17043.0,34.6,31.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23493,4800.0,13.08,161.92,2,0.0,1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23522,40000.0,16.4,981.25,0,300000.0,1,0.49,0.0,0.0,4.0,0.0,725.0,2.1,4.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23538,10000.0,20.0,371.64,10,68000.0,1,21.16,0.0,2.0,7.0,1.0,3319.0,22.7,27.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23572,12950.0,25.34,517.23,2,36000.0,1,22.87,0.0,1.0,11.0,0.0,10662.0,43.0,14.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23588,10000.0,15.57,349.46,3,32000.0,1,39.27,0.0,1.0,11.0,1.0,4320.0,33.0,19.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23658,12000.0,22.5,461.4,2,60000.0,1,34.34,0.0,0.0,21.0,0.0,18556.0,55.1,31.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23669,24000.0,8.19,754.18,9,97000.0,1,18.78,0.0,1.0,21.0,0.0,15180.0,20.1,75.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23680,10000.0,17.19,357.48,3,79000.0,1,24.94,1.0,0.0,11.0,0.0,14014.0,83.0,15.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23705,15000.0,17.97,380.66,3,50000.0,1,25.96,0.0,1.0,12.0,1.0,768.0,8.5,20.0,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23706,14000.0,20.0,370.92,10,93000.0,1,11.38,0.0,2.0,9.0,0.0,30993.0,66.9,26.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23722,10000.0,6.46,306.31,1,150000.0,1,15.77,0.0,1.0,24.0,1.0,19639.0,25.9,36.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23818,24000.0,28.8,758.89,0,96500.0,1,13.59,1.0,0.0,13.0,0.0,9376.0,23.3,22.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23872,20000.0,16.91,496.09,10,70000.0,1,23.9,3.0,0.0,12.0,0.0,2861.0,11.0,22.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23930,32000.0,15.57,770.89,8,80000.0,1,17.78,2.0,0.0,12.0,0.0,20975.0,87.0,24.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23978,10000.0,8.81,317.12,0,107000.0,1,23.19,0.0,3.0,21.0,0.0,20838.0,30.3,25.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
